player,match_id,match_date,innings,over,delivery_num,runs,total_runs,is_four,is_six,dismissed,non_striker,bowler
PJ Moor,1007657,2016-06-20,1,13,0,1,1,0,0,0,E Chigumbura,YS Chahal
E Chigumbura,1007657,2016-06-20,1,13,1,0,0,0,0,0,PJ Moor,YS Chahal
E Chigumbura,1007657,2016-06-20,1,13,2,1,1,0,0,0,PJ Moor,YS Chahal
PJ Moor,1007657,2016-06-20,1,13,3,1,1,0,0,0,E Chigumbura,YS Chahal
E Chigumbura,1007657,2016-06-20,1,13,4,0,1,0,0,0,PJ Moor,YS Chahal
E Chigumbura,1007657,2016-06-20,1,13,5,0,0,0,0,0,PJ Moor,YS Chahal
E Chigumbura,1007657,2016-06-20,1,13,6,0,1,0,0,0,PJ Moor,YS Chahal
E Chigumbura,1007657,2016-06-20,1,13,7,0,0,0,0,0,PJ Moor,YS Chahal
PJ Moor,1007657,2016-06-20,1,14,0,0,0,0,0,0,E Chigumbura,JJ Bumrah
PJ Moor,1007657,2016-06-20,1,14,1,1,1,0,0,0,E Chigumbura,JJ Bumrah
E Chigumbura,1007657,2016-06-20,1,14,2,1,1,0,0,0,PJ Moor,JJ Bumrah
PJ Moor,1007657,2016-06-20,1,14,3,0,0,0,0,0,E Chigumbura,JJ Bumrah
E Chigumbura,1007657,2016-06-20,1,14,4,1,1,0,0,0,AG Cremer,JJ Bumrah
AG Cremer,1007657,2016-06-20,1,14,5,0,0,0,0,0,E Chigumbura,JJ Bumrah
E Chigumbura,1007657,2016-06-20,1,15,0,0,0,0,0,0,AG Cremer,AR Patel
E Chigumbura,1007657,2016-06-20,1,15,1,4,4,1,0,0,AG Cremer,AR Patel
E Chigumbura,1007657,2016-06-20,1,15,2,0,0,0,0,0,AG Cremer,AR Patel
E Chigumbura,1007657,2016-06-20,1,15,3,0,0,0,0,0,AG Cremer,AR Patel
E Chigumbura,1007657,2016-06-20,1,15,4,0,0,0,0,0,AG Cremer,AR Patel
E Chigumbura,1007657,2016-06-20,1,15,5,1,1,0,0,0,AG Cremer,AR Patel
E Chigumbura,1007657,2016-06-20,1,16,0,0,0,0,0,0,AG Cremer,JJ Bumrah
N Madziva,1007657,2016-06-20,1,16,1,1,1,0,0,0,AG Cremer,JJ Bumrah
AG Cremer,1007657,2016-06-20,1,16,2,1,1,0,0,0,N Madziva,JJ Bumrah
N Madziva,1007657,2016-06-20,1,16,3,0,0,0,0,0,AG Cremer,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,16,4,0,0,0,0,0,AG Cremer,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,16,5,1,1,0,0,0,AG Cremer,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,17,0,0,0,0,0,0,AG Cremer,BB Sran
DT Tiripano,1007657,2016-06-20,1,17,1,1,1,0,0,0,AG Cremer,BB Sran
AG Cremer,1007657,2016-06-20,1,17,2,0,1,0,0,0,DT Tiripano,BB Sran
DT Tiripano,1007657,2016-06-20,1,17,3,0,0,0,0,0,AG Cremer,BB Sran
DT Tiripano,1007657,2016-06-20,1,17,4,0,0,0,0,0,AG Cremer,BB Sran
DT Tiripano,1007657,2016-06-20,1,17,5,0,0,0,0,0,AG Cremer,BB Sran
AG Cremer,1007657,2016-06-20,1,18,0,1,1,0,0,0,DT Tiripano,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,18,1,0,0,0,0,0,AG Cremer,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,18,2,0,0,0,0,0,AG Cremer,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,18,3,0,0,0,0,0,AG Cremer,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,18,4,1,1,0,0,0,AG Cremer,JJ Bumrah
AG Cremer,1007657,2016-06-20,1,18,5,2,2,0,0,0,DT Tiripano,JJ Bumrah
DT Tiripano,1007657,2016-06-20,1,19,0,1,1,0,0,0,AG Cremer,DS Kulkarni
AG Cremer,1007657,2016-06-20,1,19,1,0,0,0,0,0,DT Tiripano,DS Kulkarni
DT Tiripano,1007657,2016-06-20,1,19,2,0,1,0,0,0,T Muzarabani,DS Kulkarni
DT Tiripano,1007657,2016-06-20,1,19,3,6,6,0,1,0,T Muzarabani,DS Kulkarni
DT Tiripano,1007657,2016-06-20,1,19,4,1,1,0,0,0,T Muzarabani,DS Kulkarni
T Muzarabani,1007657,2016-06-20,1,19,5,0,0,0,0,0,DT Tiripano,DS Kulkarni
T Muzarabani,1007657,2016-06-20,1,19,6,0,0,0,0,0,DT Tiripano,DS Kulkarni
KL Rahul,1007657,2016-06-20,2,0,0,0,1,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,0,1,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,0,2,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,0,3,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,0,4,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,0,5,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,0,6,1,1,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,1,0,3,3,0,0,0,Mandeep Singh,N Madziva
Mandeep Singh,1007657,2016-06-20,2,1,1,0,0,0,0,0,KL Rahul,N Madziva
Mandeep Singh,1007657,2016-06-20,2,1,2,0,0,0,0,0,KL Rahul,N Madziva
Mandeep Singh,1007657,2016-06-20,2,1,3,0,0,0,0,0,KL Rahul,N Madziva
Mandeep Singh,1007657,2016-06-20,2,1,4,2,2,0,0,0,KL Rahul,N Madziva
Mandeep Singh,1007657,2016-06-20,2,1,5,0,0,0,0,0,KL Rahul,N Madziva
KL Rahul,1007657,2016-06-20,2,2,0,1,1,0,0,0,Mandeep Singh,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,2,1,0,0,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,2,2,2,2,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,2,3,0,0,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,2,4,0,0,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,2,5,0,0,0,0,0,KL Rahul,DT Tiripano
KL Rahul,1007657,2016-06-20,2,3,0,0,0,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,3,1,4,4,1,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,3,2,0,0,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,3,3,2,2,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,3,4,2,2,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,3,5,0,0,0,0,0,Mandeep Singh,T Muzarabani
Mandeep Singh,1007657,2016-06-20,2,4,0,4,4,1,0,0,KL Rahul,N Madziva
Mandeep Singh,1007657,2016-06-20,2,4,1,4,4,1,0,0,KL Rahul,N Madziva
Mandeep Singh,1007657,2016-06-20,2,4,2,1,1,0,0,0,KL Rahul,N Madziva
KL Rahul,1007657,2016-06-20,2,4,3,0,0,0,0,0,Mandeep Singh,N Madziva
KL Rahul,1007657,2016-06-20,2,4,4,1,1,0,0,0,Mandeep Singh,N Madziva
Mandeep Singh,1007657,2016-06-20,2,4,5,0,0,0,0,0,KL Rahul,N Madziva
KL Rahul,1007657,2016-06-20,2,5,0,0,0,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,5,1,4,4,1,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,5,2,0,0,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,5,3,2,2,0,0,0,Mandeep Singh,T Muzarabani
KL Rahul,1007657,2016-06-20,2,5,4,1,1,0,0,0,Mandeep Singh,T Muzarabani
Mandeep Singh,1007657,2016-06-20,2,5,5,2,2,0,0,0,KL Rahul,T Muzarabani
KL Rahul,1007657,2016-06-20,2,6,0,1,1,0,0,0,Mandeep Singh,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,6,1,4,4,1,0,0,KL Rahul,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,6,2,1,1,0,0,0,KL Rahul,AG Cremer
KL Rahul,1007657,2016-06-20,2,6,3,1,1,0,0,0,Mandeep Singh,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,6,4,0,0,0,0,0,KL Rahul,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,6,5,1,1,0,0,0,KL Rahul,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,7,0,1,1,0,0,0,KL Rahul,CJ Chibhabha
KL Rahul,1007657,2016-06-20,2,7,1,1,1,0,0,0,Mandeep Singh,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,7,2,0,0,0,0,0,KL Rahul,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,7,3,6,6,0,1,0,KL Rahul,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,7,4,1,1,0,0,0,KL Rahul,CJ Chibhabha
KL Rahul,1007657,2016-06-20,2,7,5,1,1,0,0,0,Mandeep Singh,CJ Chibhabha
KL Rahul,1007657,2016-06-20,2,8,0,0,0,0,0,0,Mandeep Singh,AG Cremer
KL Rahul,1007657,2016-06-20,2,8,1,2,2,0,0,0,Mandeep Singh,AG Cremer
KL Rahul,1007657,2016-06-20,2,8,2,1,1,0,0,0,Mandeep Singh,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,8,3,1,1,0,0,0,KL Rahul,AG Cremer
KL Rahul,1007657,2016-06-20,2,8,4,0,2,0,0,0,Mandeep Singh,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,8,5,0,0,0,0,0,KL Rahul,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,8,6,0,0,0,0,0,KL Rahul,AG Cremer
KL Rahul,1007657,2016-06-20,2,9,0,1,1,0,0,0,Mandeep Singh,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,9,1,1,1,0,0,0,KL Rahul,CJ Chibhabha
KL Rahul,1007657,2016-06-20,2,9,2,1,1,0,0,0,Mandeep Singh,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,9,3,1,2,0,0,0,KL Rahul,CJ Chibhabha
KL Rahul,1007657,2016-06-20,2,9,4,6,6,0,1,0,Mandeep Singh,CJ Chibhabha
KL Rahul,1007657,2016-06-20,2,9,5,1,1,0,0,0,Mandeep Singh,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,9,6,1,1,0,0,0,KL Rahul,CJ Chibhabha
Mandeep Singh,1007657,2016-06-20,2,10,0,1,1,0,0,0,KL Rahul,AG Cremer
KL Rahul,1007657,2016-06-20,2,10,1,6,6,0,1,0,Mandeep Singh,AG Cremer
KL Rahul,1007657,2016-06-20,2,10,2,0,0,0,0,0,Mandeep Singh,AG Cremer
KL Rahul,1007657,2016-06-20,2,10,3,1,1,0,0,0,Mandeep Singh,AG Cremer
Mandeep Singh,1007657,2016-06-20,2,10,4,1,1,0,0,0,KL Rahul,AG Cremer
KL Rahul,1007657,2016-06-20,2,10,5,1,1,0,0,0,Mandeep Singh,AG Cremer
KL Rahul,1007657,2016-06-20,2,11,0,0,0,0,0,0,Mandeep Singh,Sikandar Raza
KL Rahul,1007657,2016-06-20,2,11,1,1,1,0,0,0,Mandeep Singh,Sikandar Raza
Mandeep Singh,1007657,2016-06-20,2,11,2,0,0,0,0,0,KL Rahul,Sikandar Raza
Mandeep Singh,1007657,2016-06-20,2,11,3,2,2,0,0,0,KL Rahul,Sikandar Raza
Mandeep Singh,1007657,2016-06-20,2,11,4,2,2,0,0,0,KL Rahul,Sikandar Raza
Mandeep Singh,1007657,2016-06-20,2,11,5,4,4,1,0,0,KL Rahul,Sikandar Raza
KL Rahul,1007657,2016-06-20,2,12,0,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007657,2016-06-20,2,12,1,1,1,0,0,0,Mandeep Singh,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,12,2,0,0,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,12,3,4,4,1,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,12,4,0,0,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,12,5,1,1,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007657,2016-06-20,2,13,0,4,4,1,0,0,KL Rahul,N Madziva
KL Rahul,1007659,2016-06-22,1,0,0,0,0,0,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,0,1,0,0,0,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,0,2,0,0,0,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,0,3,0,0,0,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,0,4,0,0,0,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,0,5,0,0,0,0,0,Mandeep Singh,TL Chatara
Mandeep Singh,1007659,2016-06-22,1,1,0,0,0,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007659,2016-06-22,1,1,1,2,2,0,0,0,KL Rahul,DT Tiripano
Mandeep Singh,1007659,2016-06-22,1,1,2,1,1,0,0,0,KL Rahul,DT Tiripano
KL Rahul,1007659,2016-06-22,1,1,3,0,0,0,0,0,Mandeep Singh,DT Tiripano
KL Rahul,1007659,2016-06-22,1,1,4,1,1,0,0,0,Mandeep Singh,DT Tiripano
Mandeep Singh,1007659,2016-06-22,1,1,5,0,0,0,0,0,KL Rahul,DT Tiripano
KL Rahul,1007659,2016-06-22,1,2,0,0,0,0,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,2,1,4,4,1,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,2,2,6,6,0,1,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,2,3,4,4,1,0,0,Mandeep Singh,TL Chatara
KL Rahul,1007659,2016-06-22,1,2,4,1,1,0,0,0,Mandeep Singh,TL Chatara
Mandeep Singh,1007659,2016-06-22,1,2,5,1,1,0,0,0,KL Rahul,TL Chatara
Mandeep Singh,1007659,2016-06-22,1,3,0,0,0,0,0,0,KL Rahul,DT Tiripano
KL Rahul,1007659,2016-06-22,1,3,1,0,0,0,0,0,AT Rayudu,DT Tiripano
KL Rahul,1007659,2016-06-22,1,3,2,0,0,0,0,0,AT Rayudu,DT Tiripano
KL Rahul,1007659,2016-06-22,1,3,3,1,1,0,0,0,AT Rayudu,DT Tiripano
AT Rayudu,1007659,2016-06-22,1,3,4,1,1,0,0,0,KL Rahul,DT Tiripano
KL Rahul,1007659,2016-06-22,1,3,5,1,1,0,0,0,AT Rayudu,DT Tiripano
KL Rahul,1007659,2016-06-22,1,4,0,0,0,0,0,0,AT Rayudu,N Madziva
KL Rahul,1007659,2016-06-22,1,4,1,4,4,1,0,0,AT Rayudu,N Madziva
KL Rahul,1007659,2016-06-22,1,4,2,0,0,0,0,0,AT Rayudu,N Madziva
MK Pandey,1007659,2016-06-22,1,4,3,0,0,0,0,0,AT Rayudu,N Madziva
AT Rayudu,1007659,2016-06-22,1,4,4,0,0,0,0,0,KM Jadhav,N Madziva
AT Rayudu,1007659,2016-06-22,1,4,5,0,0,0,0,0,KM Jadhav,N Madziva
KM Jadhav,1007659,2016-06-22,1,5,0,1,1,0,0,0,AT Rayudu,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,5,1,0,0,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,5,2,0,0,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,5,3,1,1,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,5,4,0,0,0,0,0,AT Rayudu,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,5,5,0,0,0,0,0,AT Rayudu,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,6,0,1,1,0,0,0,KM Jadhav,AG Cremer
KM Jadhav,1007659,2016-06-22,1,6,1,1,1,0,0,0,AT Rayudu,AG Cremer
AT Rayudu,1007659,2016-06-22,1,6,2,1,1,0,0,0,KM Jadhav,AG Cremer
KM Jadhav,1007659,2016-06-22,1,6,3,0,0,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,6,4,0,0,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,6,5,2,2,0,0,0,AT Rayudu,AG Cremer
AT Rayudu,1007659,2016-06-22,1,7,0,0,0,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,7,1,1,1,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,7,2,0,0,0,0,0,AT Rayudu,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,7,3,1,1,0,0,0,AT Rayudu,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,7,4,1,1,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,7,5,0,1,0,0,0,AT Rayudu,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,7,6,1,1,0,0,0,AT Rayudu,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,8,0,0,0,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,8,1,0,0,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,8,2,4,4,1,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,8,3,1,1,0,0,0,AT Rayudu,AG Cremer
AT Rayudu,1007659,2016-06-22,1,8,4,1,1,0,0,0,KM Jadhav,AG Cremer
KM Jadhav,1007659,2016-06-22,1,8,5,4,4,1,0,0,AT Rayudu,AG Cremer
AT Rayudu,1007659,2016-06-22,1,9,0,1,1,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,9,1,1,1,0,0,0,AT Rayudu,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,9,2,2,2,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,9,3,0,0,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,9,4,0,0,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,9,5,0,0,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,10,0,0,0,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,10,1,4,4,1,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,10,2,1,1,0,0,0,AT Rayudu,AG Cremer
AT Rayudu,1007659,2016-06-22,1,10,3,0,0,0,0,0,KM Jadhav,AG Cremer
AT Rayudu,1007659,2016-06-22,1,10,4,2,2,0,0,0,KM Jadhav,AG Cremer
AT Rayudu,1007659,2016-06-22,1,10,5,1,1,0,0,0,KM Jadhav,AG Cremer
AT Rayudu,1007659,2016-06-22,1,11,0,0,0,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,11,1,2,2,0,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,11,2,4,4,1,0,0,KM Jadhav,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,11,3,1,1,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,11,4,1,1,0,0,0,AT Rayudu,CJ Chibhabha
AT Rayudu,1007659,2016-06-22,1,11,5,0,0,0,0,0,KM Jadhav,CJ Chibhabha
KM Jadhav,1007659,2016-06-22,1,12,0,0,0,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,12,1,4,4,1,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,12,2,2,2,0,0,0,AT Rayudu,AG Cremer
KM Jadhav,1007659,2016-06-22,1,12,3,1,1,0,0,0,AT Rayudu,AG Cremer
AT Rayudu,1007659,2016-06-22,1,12,4,0,0,0,0,0,KM Jadhav,AG Cremer
MS Dhoni,1007659,2016-06-22,1,12,5,2,2,0,0,0,KM Jadhav,AG Cremer
KM Jadhav,1007659,2016-06-22,1,13,0,0,1,0,0,0,MS Dhoni,N Madziva
MS Dhoni,1007659,2016-06-22,1,13,1,1,1,0,0,0,KM Jadhav,N Madziva
KM Jadhav,1007659,2016-06-22,1,13,2,0,0,0,0,0,MS Dhoni,N Madziva
KM Jadhav,1007659,2016-06-22,1,13,3,1,1,0,0,0,MS Dhoni,N Madziva
MS Dhoni,1007659,2016-06-22,1,13,4,0,0,0,0,0,KM Jadhav,N Madziva
MS Dhoni,1007659,2016-06-22,1,13,5,4,4,1,0,0,KM Jadhav,N Madziva
KM Jadhav,1007659,2016-06-22,1,14,0,1,1,0,0,0,MS Dhoni,TL Chatara
MS Dhoni,1007659,2016-06-22,1,14,1,0,0,0,0,0,KM Jadhav,TL Chatara
MS Dhoni,1007659,2016-06-22,1,14,2,0,0,0,0,0,KM Jadhav,TL Chatara
MS Dhoni,1007659,2016-06-22,1,14,3,0,0,0,0,0,KM Jadhav,TL Chatara
MS Dhoni,1007659,2016-06-22,1,14,4,0,0,0,0,0,KM Jadhav,TL Chatara
MS Dhoni,1007659,2016-06-22,1,14,5,1,1,0,0,0,KM Jadhav,TL Chatara
MS Dhoni,1007659,2016-06-22,1,15,0,0,0,0,0,0,KM Jadhav,N Madziva
MS Dhoni,1007659,2016-06-22,1,15,1,1,1,0,0,0,KM Jadhav,N Madziva
KM Jadhav,1007659,2016-06-22,1,15,2,2,2,0,0,0,MS Dhoni,N Madziva
KM Jadhav,1007659,2016-06-22,1,15,3,0,1,0,0,0,MS Dhoni,N Madziva
KM Jadhav,1007659,2016-06-22,1,15,4,2,2,0,0,0,MS Dhoni,N Madziva
KM Jadhav,1007659,2016-06-22,1,15,5,0,0,0,0,0,MS Dhoni,N Madziva
KM Jadhav,1007659,2016-06-22,1,15,6,0,0,0,0,0,MS Dhoni,N Madziva
MS Dhoni,1007659,2016-06-22,1,16,0,0,0,0,0,0,KM Jadhav,DT Tiripano
MS Dhoni,1007659,2016-06-22,1,16,1,0,0,0,0,0,KM Jadhav,DT Tiripano
AR Patel,1007659,2016-06-22,1,16,2,0,0,0,0,0,KM Jadhav,DT Tiripano
AR Patel,1007659,2016-06-22,1,16,3,0,0,0,0,0,KM Jadhav,DT Tiripano
AR Patel,1007659,2016-06-22,1,16,4,1,1,0,0,0,KM Jadhav,DT Tiripano
KM Jadhav,1007659,2016-06-22,1,16,5,1,1,0,0,0,AR Patel,DT Tiripano
KM Jadhav,1007659,2016-06-22,1,17,0,6,6,0,1,0,AR Patel,TL Chatara
KM Jadhav,1007659,2016-06-22,1,17,1,1,1,0,0,0,AR Patel,TL Chatara
AR Patel,1007659,2016-06-22,1,17,2,1,1,0,0,0,KM Jadhav,TL Chatara
KM Jadhav,1007659,2016-06-22,1,17,3,0,0,0,0,0,AR Patel,TL Chatara
KM Jadhav,1007659,2016-06-22,1,17,4,4,4,1,0,0,AR Patel,TL Chatara
KM Jadhav,1007659,2016-06-22,1,17,5,4,4,1,0,0,AR Patel,TL Chatara
AR Patel,1007659,2016-06-22,1,18,0,1,1,0,0,0,KM Jadhav,DT Tiripano
KM Jadhav,1007659,2016-06-22,1,18,1,2,2,0,0,0,AR Patel,DT Tiripano
KM Jadhav,1007659,2016-06-22,1,18,2,1,1,0,0,0,AR Patel,DT Tiripano
AR Patel,1007659,2016-06-22,1,18,3,3,3,0,0,0,KM Jadhav,DT Tiripano
KM Jadhav,1007659,2016-06-22,1,18,4,4,4,1,0,0,AR Patel,DT Tiripano
KM Jadhav,1007659,2016-06-22,1,18,5,0,0,0,0,0,AR Patel,DT Tiripano
DS Kulkarni,1007659,2016-06-22,1,19,0,0,1,0,0,0,AR Patel,N Madziva
DS Kulkarni,1007659,2016-06-22,1,19,1,1,1,0,0,0,AR Patel,N Madziva
AR Patel,1007659,2016-06-22,1,19,2,2,2,0,0,0,DS Kulkarni,N Madziva
AR Patel,1007659,2016-06-22,1,19,3,2,2,0,0,0,DS Kulkarni,N Madziva
AR Patel,1007659,2016-06-22,1,19,4,2,2,0,0,0,DS Kulkarni,N Madziva
AR Patel,1007659,2016-06-22,1,19,5,6,6,0,1,0,DS Kulkarni,N Madziva
AR Patel,1007659,2016-06-22,1,19,6,2,2,0,0,0,DS Kulkarni,N Madziva
CJ Chibhabha,1007659,2016-06-22,2,0,0,0,0,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,0,1,0,0,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,0,2,0,0,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,0,3,0,0,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,0,4,0,0,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,0,5,0,1,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,1,0,4,4,1,0,0,H Masakadza,DS Kulkarni
CJ Chibhabha,1007659,2016-06-22,2,1,1,0,0,0,0,0,H Masakadza,DS Kulkarni
CJ Chibhabha,1007659,2016-06-22,2,1,2,1,1,0,0,0,H Masakadza,DS Kulkarni
H Masakadza,1007659,2016-06-22,2,1,3,0,4,0,0,0,CJ Chibhabha,DS Kulkarni
H Masakadza,1007659,2016-06-22,2,1,4,0,0,0,0,0,CJ Chibhabha,DS Kulkarni
H Masakadza,1007659,2016-06-22,2,1,5,0,1,0,0,0,CJ Chibhabha,DS Kulkarni
H Masakadza,1007659,2016-06-22,2,2,0,0,0,0,0,0,CJ Chibhabha,BB Sran
H Masakadza,1007659,2016-06-22,2,2,1,4,4,1,0,0,CJ Chibhabha,BB Sran
H Masakadza,1007659,2016-06-22,2,2,2,1,1,0,0,0,CJ Chibhabha,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,2,3,0,1,0,0,0,H Masakadza,BB Sran
CJ Chibhabha,1007659,2016-06-22,2,2,4,0,0,0,0,0,H Masakadza,BB Sran
V Sibanda,1007659,2016-06-22,2,2,5,0,1,0,0,0,H Masakadza,BB Sran
V Sibanda,1007659,2016-06-22,2,2,6,0,0,0,0,0,H Masakadza,BB Sran
V Sibanda,1007659,2016-06-22,2,2,7,1,1,0,0,0,H Masakadza,BB Sran
V Sibanda,1007659,2016-06-22,2,3,0,4,4,1,0,0,H Masakadza,DS Kulkarni
V Sibanda,1007659,2016-06-22,2,3,1,4,4,1,0,0,H Masakadza,DS Kulkarni
V Sibanda,1007659,2016-06-22,2,3,2,4,4,1,0,0,H Masakadza,DS Kulkarni
V Sibanda,1007659,2016-06-22,2,3,3,0,0,0,0,0,H Masakadza,DS Kulkarni
V Sibanda,1007659,2016-06-22,2,3,4,1,1,0,0,0,H Masakadza,DS Kulkarni
H Masakadza,1007659,2016-06-22,2,3,5,0,0,0,0,0,V Sibanda,DS Kulkarni
V Sibanda,1007659,2016-06-22,2,4,0,4,4,1,0,0,H Masakadza,BB Sran
